"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location"
"63768341","2025-01-14T21:49:21.000","2025-01-14T22:41:51.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10001","312 11 AVENUE","11 AVENUE","WEST   29 STREET","WEST   30 STREET","WEST   29 STREET","WEST   30 STREET","ADDRESS","NEW YORK","11 AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-01-14T22:41:55.000","04 MANHATTAN","1007010062","MANHATTAN","983150","213630","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.75304146205967","-74.00397025599806","
,  
(40.75304146205967, -74.00397025599806)"
"63764246","2025-01-14T21:49:15.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Talking","Residential Building/House","11229","1745 EAST   12 STREET","EAST   12 STREET","KINGS HIGHWAY","AVENUE R","KINGS HIGHWAY","AVENUE R","ADDRESS","BROOKLYN","EAST   12 STREET",,"In Progress",,,"2025-01-15T01:10:12.000","15 BROOKLYN","3067950075","BROOKLYN","995128","160337","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.60675769327318","-73.96082380572435","
,  
(40.60675769327318, -73.96082380572435)"
"63764757","2025-01-14T21:49:13.000",,"NYPD","New York City Police Department","Abandoned Vehicle","With License Plate","Street/Sidewalk","10467","747 EAST  215 STREET","EAST  215 STREET","HOLLAND AVENUE","BARNES AVENUE","HOLLAND AVENUE","BARNES AVENUE","ADDRESS","BRONX","EAST  215 STREET",,"In Progress",,,"2025-01-15T01:30:16.000","12 BRONX","2046630072","BRONX","1022221","259957","ONLINE","Unspecified","BRONX","Truck",,,,,,,"40.88011444587099","-73.8626883784511","
,  
(40.88011444587099, -73.8626883784511)"
"63764939","2025-01-14T21:48:32.000","2025-01-14T23:11:13.000","NYPD","New York City Police Department","Noise - Residential","Loud Television","Residential Building/House","10454","445 EAST  144 STREET","EAST  144 STREET","WILLIS AVENUE","BROOK AVENUE","WILLIS AVENUE","BROOK AVENUE","ADDRESS","BRONX","EAST  144 STREET",,"Closed",,"The Police Department reviewed your complaint and provided additional information below.","2025-01-14T23:11:16.000","01 BRONX","2022890172","BRONX","1006742","235240","ONLINE","Unspecified","BRONX",,,,,,,,"40.81232660561218","-73.91874676731545","
,  
(40.81232660561218, -73.91874676731545)"
"63769748","2025-01-14T21:48:29.000","2025-01-14T22:31:14.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10014","33 BANK STREET","BANK STREET","WAVERLY PLACE","WEST    4 STREET","WAVERLY PLACE","WEST    4 STREET","ADDRESS","NEW YORK","BANK STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-01-14T22:31:17.000","02 MANHATTAN","1006150052","MANHATTAN","983399","207764","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.73694078819319","-74.00307079220194","
,  
(40.73694078819319, -74.00307079220194)"
"63767095","2025-01-14T21:48:23.000","2025-01-14T21:50:54.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10032","520 WEST  163 STREET","WEST  163 STREET","ST NICHOLAS AVENUE","BROADWAY","ST NICHOLAS AVENUE","BROADWAY","ADDRESS","NEW YORK","WEST  163 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-01-14T21:50:58.000","12 MANHATTAN","1021220153","MANHATTAN","1000715","244262","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.837102715308745","-73.94049739427108","
,  
(40.837102715308745, -73.94049739427108)"
"63769849","2025-01-14T21:48:13.000","2025-01-14T21:49:38.000","NYPD","New York City Police Department","Noise - Residential","Loud Talking","Residential Building/House","10013","21 VARICK STREET","VARICK STREET","NORTH MOORE STREET","BEACH STREET","NORTH MOORE STREET","BEACH STREET","ADDRESS","NEW YORK","VARICK STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-01-14T21:49:41.000","01 MANHATTAN","1001900033","MANHATTAN","982381","201673","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.72022232343317","-74.00674250402294","
,  
(40.72022232343317, -74.00674250402294)"
"63763059","2025-01-14T21:48:10.000","2025-01-14T23:11:55.000","NYPD","New York City Police Department","Noise - Residential","Loud Talking","Residential Building/House","10467","3230 STEUBEN AVENUE","STEUBEN AVENUE","EAST MOSHOLU PARKWAY NORTH","EAST  208 STREET","EAST MOSHOLU PARKWAY NORTH","EAST  208 STREET","ADDRESS","BRONX","STEUBEN AVENUE",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2025-01-14T23:11:59.000","07 BRONX","2033360059","BRONX","1016968","258974","ONLINE","Unspecified","BRONX",,,,,,,,"40.877437455188655","-73.8816891765261","
,  
(40.877437455188655, -73.8816891765261)"
"63766926","2025-01-14T21:48:06.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11691","711 SEAGIRT AVENUE","SEAGIRT AVENUE","BEACH    6 STREET","BEACH    8 STREET","BEACH    6 STREET","BEACH    8 STREET","ADDRESS","FAR ROCKAWAY","SEAGIRT AVENUE",,"In Progress",,"Your complaint has been received by the Police Department and additional information will be available later.","2025-01-15T01:27:38.000","14 QUEENS","4156100001","QUEENS","1055848","156519","MOBILE","Unspecified","QUEENS",,,,,,,,"40.59599553669944","-73.74218707271653","
,  
(40.59599553669944, -73.74218707271653)"
"63766171","2025-01-14T21:48:01.000","2025-01-14T22:25:40.000","NYPD","New York City Police Department","Non-Emergency Police Matter","Trespassing","Residential Building/House","10452","124 FEATHERBED LANE","FEATHERBED LANE","NELSON AVENUE","PLIMPTON AVENUE","NELSON AVENUE","PLIMPTON AVENUE","ADDRESS","BRONX","FEATHERBED LANE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2025-01-14T22:25:43.000","05 BRONX","2028740097","BRONX","1006380","247554","ONLINE","Unspecified","BRONX",,,,,,,,"40.84612591172462","-73.92001388617234","
,  
(40.84612591172462, -73.92001388617234)"
"63761024","2025-01-14T21:48:00.000","2025-01-15T00:28:58.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","10469","2819 BRUNER AVENUE","BRUNER AVENUE","BARTOW AVENUE","ARNOW AVENUE","BARTOW AVENUE","ARNOW AVENUE","ADDRESS","BRONX","BRUNER AVENUE",,"Closed",,"The Police Department issued a summons in response to the complaint.","2025-01-15T00:29:02.000","12 BRONX","2047940024","BRONX","1029632","255565","PHONE","Unspecified","BRONX",,,,,,,,"40.86802478140796","-73.83591835384364","
,  
(40.86802478140796, -73.83591835384364)"
"63770014","2025-01-14T21:47:58.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","10472","1151 ELDER AVENUE","ELDER AVENUE",,,,,"ADDRESS","BRONX",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-01-14T00:00:00.000","09 BRONX","2037390055","BRONX","1017767","240716","MOBILE","Unspecified","BRONX",,,,,,,,"40.8273217194725","-73.87889121431134","
,  
(40.8273217194725, -73.87889121431134)"
"63762401","2025-01-14T21:47:50.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","10453","1720 UNIVERSITY AVENUE","UNIVERSITY AVENUE",,,,,"ADDRESS","BRONX",,,"Open",,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a","2025-01-14T00:00:00.000","05 BRONX","2028760106","BRONX","1006976","248508","ONLINE","Unspecified","BRONX",,,,,,,,"40.84874284565058","-73.91785648661472","
,  
(40.84874284565058, -73.91785648661472)"
"63769994","2025-01-14T21:47:45.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","11226","60 CLARKSON AVENUE","CLARKSON AVENUE",,,,,"ADDRESS","BROOKLYN",,,"Open",,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a","2025-01-14T00:00:00.000","14 BROOKLYN","3050640040","BROOKLYN","995949","177894","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.65494689537713","-73.95783660963446","
,  
(40.65494689537713, -73.95783660963446)"
"63762838","2025-01-14T21:47:38.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11365","65-18 PARSONS BOULEVARD","PARSONS BOULEVARD","65 AVENUE","JEWEL AVENUE","65 AVENUE","JEWEL AVENUE","ADDRESS","FRESH MEADOWS","PARSONS BOULEVARD",,"In Progress",,,,"08 QUEENS","4067920030","QUEENS","1036754","207543","ONLINE","Unspecified","QUEENS",,,,,,,,"40.73617839690233","-73.81054388406517","
,  
(40.73617839690233, -73.81054388406517)"
"63762864","2025-01-14T21:47:00.000",,"DEP","Department of Environmental Protection","Sewer","Catch Basin Search (SC2)",,"11216",,,,,"HERKIMER STREET","NOSTRAND AVENUE","INTERSECTION","BROOKLYN",,,"Open",,,,"03 BROOKLYN",,"BROOKLYN","998234","186890","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.67963559495174","-73.94958277277725","
,  
(40.67963559495174, -73.94958277277725)"
"63764512","2025-01-14T21:47:00.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","APARTMENT ONLY","RESIDENTIAL BUILDING","10027","208 ST NICHOLAS AVENUE","ST NICHOLAS AVENUE",,,,,"ADDRESS","NEW YORK",,,"Open",,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a","2025-01-14T00:00:00.000","10 MANHATTAN","1019260061","MANHATTAN","997298","233327","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.807094947976644","-73.95286729739968","
,  
(40.807094947976644, -73.95286729739968)"
"63770060","2025-01-14T21:46:56.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","10457","1743 FULTON AVENUE","FULTON AVENUE",,,,,"ADDRESS","BRONX",,,"Open",,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a","2025-01-14T00:00:00.000","03 BRONX","2029300066","BRONX","1012684","246253","ONLINE","Unspecified","BRONX",,,,,,,,"40.84253700106733","-73.89723440271537","
,  
(40.84253700106733, -73.89723440271537)"
"63764564","2025-01-14T21:46:47.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","11372","37-15 81 STREET","81 STREET",,,,,"ADDRESS","JACKSON HEIGHTS",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-01-14T00:00:00.000","03 QUEENS","4012920069","QUEENS","1016067","212297","ONLINE","Unspecified","QUEENS",,,,,,,,"40.7493255421041","-73.88516852267541","
,  
(40.7493255421041, -73.88516852267541)"
"63763048","2025-01-14T21:46:38.000","2025-01-14T22:27:32.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10451","315 EAST  143 STREET","EAST  143 STREET","MORRIS AVENUE","ALEXANDER AVENUE","MORRIS AVENUE","ALEXANDER AVENUE","ADDRESS","BRONX","EAST  143 STREET",,"Closed",,"The Police Department reviewed your complaint and provided additional information below.","2025-01-14T22:27:36.000","01 BRONX","2023240001","BRONX","1005363","235994","ONLINE","Unspecified","BRONX",,,,,,,,"40.81439952772716","-73.9237260845802","
,  
(40.81439952772716, -73.9237260845802)"
"63768102","2025-01-14T21:46:13.000",,"NYPD","New York City Police Department","Noise - Commercial","Loud Music/Party","Club/Bar/Restaurant","10040","4463 BROADWAY","BROADWAY","FAIRVIEW AVENUE","WEST  192 STREET","FAIRVIEW AVENUE","WEST  192 STREET","ADDRESS","NEW YORK","BROADWAY",,"In Progress",,,,"12 MANHATTAN","1021800507","MANHATTAN","1002974","251638","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.85734315591793","-73.93231303531638","
,  
(40.85734315591793, -73.93231303531638)"
"63767550","2025-01-14T21:46:02.000","2025-01-14T22:10:42.000","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11361","214-17 41 AVENUE","41 AVENUE","BELL BOULEVARD","214 PLACE","BELL BOULEVARD","214 PLACE","ADDRESS","BAYSIDE","41 AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2025-01-14T22:10:47.000","11 QUEENS","4062880039","QUEENS","1047806","217587","MOBILE","Unspecified","QUEENS",,,,,,,,"40.7636740342231","-73.77056894439964","
,  
(40.7636740342231, -73.77056894439964)"
"63764289","2025-01-14T21:45:57.000","2025-01-14T22:05:15.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","11233","353 KINGSBOROUGH    3 WALK","KINGSBOROUGH    3 WALK","PACIFIC STREET","BERGEN STREET","PACIFIC STREET","BERGEN STREET","ADDRESS","BROOKLYN","KINGSBOROUGH    3 WALK",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-01-14T22:05:20.000","08 BROOKLYN","3013440001","BROOKLYN","1004825","185212","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.6750169995889","-73.92582503721158","
,  
(40.6750169995889, -73.92582503721158)"
"63770427","2025-01-14T21:45:15.000","2025-01-14T22:40:11.000","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11235","2803 CONEY ISLAND AVENUE","CONEY ISLAND AVENUE","GERALD COURT","KATHLEEN PLACE","GERALD COURT","KATHLEEN PLACE","ADDRESS","BROOKLYN","CONEY ISLAND AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2025-01-14T22:40:16.000","15 BROOKLYN","3074300053","BROOKLYN","995245","153600","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.588265846434155","-73.96041340492431","
,  
(40.588265846434155, -73.96041340492431)"
"63760346","2025-01-14T21:45:00.000",,"DOT","Department of Transportation","Street Light Condition","Street Light Out",,"10463","3519 JOHNSON AVENUE","JOHNSON AVENUE","235 ST W","236 ST W",,,"ADDRESS","BRONX",,,"Open",,,,"08 BRONX","2057940509","BRONX","1009162","262061","UNKNOWN","Unspecified","BRONX",,,,,,,,"40.885935789523934","-73.9099047732719","
,  
(40.885935789523934, -73.9099047732719)"
"63764342","2025-01-14T21:44:47.000","2025-01-14T22:14:36.000","NYPD","New York City Police Department","Noise - Residential","Loud Talking","Residential Building/House","11361","43-01 201 STREET","201 STREET","43 AVENUE","NORTHERN BOULEVARD","43 AVENUE","NORTHERN BOULEVARD","ADDRESS","BAYSIDE","201 STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2025-01-14T22:14:38.000","11 QUEENS","4062620001","QUEENS","1044526","215531","ONLINE","Unspecified","QUEENS",,,,,,,,"40.75805383048295","-73.78242781381614","
,  
(40.75805383048295, -73.78242781381614)"
